T,L,E,Ms,Cv,chi_s,U,periodica,intento
0.9,16,-215.02068571428396,0.13957756696428572,0.6527311815948114,1.67704842253047,0.3055613837733192,False,11
0.8,16,-233.80474285713856,0.20351841517857142,0.7507504207389547,4.062036827865914,0.37929474878586067,False,11
0.7,16,-250.70805714283352,0.32393136160714286,0.5486124562420911,5.228848143107687,0.5744221008563695,False,11
0.6,16,-259.6328571428408,0.41836830357142857,0.19874647020227737,0.3843664094387833,0.6602658436721427,False,11
1.4,16,-167.2054857142848,0.06486495535714286,0.2170365653894316,0.22285801726494162,0.30098375314074965,False,6
1.3,16,-173.52451428571337,0.06975892857142857,0.24671036075805433,0.2847937068288856,0.28172711164241204,False,6
1.2,16,-179.87097142857166,0.07542689732142857,0.29347281955075155,0.35192680265465554,0.3046707263595103,False,6
1.1,16,-188.98594285714313,0.08820479910714285,0.3734178980857247,0.5548136762958026,0.25841340685476744,False,6
1.0,16,-200.09651428571388,0.10826171875,0.5525685239668405,0.9961843889508928,0.19363377332134402,False,6
0.9,16,-215.32285714285828,0.14697544642857144,0.7184424209498625,1.8202501062925158,0.3217480783732123,False,6
0.8,16,-235.1835999999952,0.21932198660714286,0.755092247907374,4.334371449996013,0.42397287489451985,False,6
0.7,16,-251.01051428569633,0.3355786830357143,0.4824575735111068,4.392807665702436,0.591984471703906,False,6
0.6,16,-259.93245714283916,0.4215502232142857,0.18478333602587327,0.33860082855016554,0.6610971908561951,False,6
1.4,16,-167.4430285714276,0.06406473214285714,0.2066901876236709,0.21245487791545178,0.30835576434488277,False,1
1.3,16,-173.62125714285884,0.06997879464285714,0.25001691836735734,0.27528026859301424,0.31316906774840014,False,1
1.2,16,-180.1486285714284,0.07475948660714286,0.29860221619012844,0.3615015172592473,0.28181302314945655,False,1
1.1,16,-188.42714285714263,0.08671037946428571,0.3515195371795416,0.5191674958690862,0.27916467973527204,False,1
1.0,16,-199.78760000000028,0.10621930803571429,0.5144347565178577,0.8451320133131377,0.2864903466228035,False,1
0.9,16,-214.38731428571438,0.14316071428571428,0.6977781039933918,1.7147583673469393,0.3000229971111943,False,1
0.8,16,-233.19571428571192,0.19839899553571427,0.7588663778500758,3.9326902342753534,0.3664523388161157,False,1
0.7,16,-250.66948571426647,0.31534877232142855,0.46723884173262353,5.294191642561051,0.5641048167319116,False,1
0.6,16,-259.79914285712283,0.4192544642857143,0.19836556742486916,0.3645662712585107,0.6605835775527241,False,1
1.4,16,-167.15222857142643,0.06504966517857143,0.21575119158682543,0.23006885699480698,0.2902352569344494,False,3
1.3,16,-173.2718857142847,0.07094587053571429,0.25398921805942054,0.28107527809801797,0.32625656781629964,False,3
1.2,16,-180.23822857142758,0.07632756696428572,0.3023317251187171,0.3771069939811859,0.28473158397271436,False,3
1.1,16,-189.14542857142683,0.08731361607142857,0.36784479860642466,0.5140022643205013,0.2952460792652133,False,3
1.0,16,-199.6915428571421,0.10165959821428572,0.49574083668360913,0.7874529435586735,0.28192257318666036,False,3
0.9,16,-213.86977142857054,0.13622767857142856,0.6746758182004688,1.5729981221655336,0.3123581574883383,False,3
0.8,16,-233.48868571428343,0.206484375,0.8245320730229099,4.044563895089286,0.38285107851294153,False,3
